1	-751.502	0.937988
2	-748.187	0.938843
3	-753.341	0.932983
4	-743.021	0.932251
5	-754.226	0.936035
6	-746.399	0.921509
7	-745.105	0.933594
8	-752.223	0.924438
9	-751.032	0.93103
10	-749.139	0.933228
11	-747.2	0.91687
12	-750.239	0.930664
13	-753.295	0.940186
14	-748.338	0.935303
15	-753.096	0.936401
16	-745.144	0.927002
17	-745.744	0.937134
18	-751.688	0.926147
19	-756.15	0.940674
20	-744.492	0.926392
21	-751.601	0.941528
22	-750.628	0.938354
23	-756.231	0.932007
24	-740.371	0.927246
25	-756.494	0.943359
26	-740.766	0.918335
27	-748.563	0.937012
28	-751.859	0.935791
29	-751.613	0.930298
30	-747.25	0.937256
31	-751.763	0.94397
32	-747.831	0.944824
33	-740.824	0.926147
34	-755.899	0.939453
35	-754.086	0.947754
36	-750.435	0.942749
37	-749.544	0.941528
38	-751.744	0.940308
39	-745.175	0.934448
40	-753.45	0.937866
41	-749.979	0.938965
42	-751.939	0.932007
43	-754.719	0.94458
44	-744.433	0.929443
45	-751.124	0.949707
46	-750.241	0.943848
47	-754.238	0.946533
48	-746.797	0.919556
49	-739.051	0.91748
50	-754.587	0.924805
51	-747.441	0.932373
52	-751.382	0.942261
53	-748.576	0.923706
54	-748.581	0.93396
55	-741.044	0.918213
56	-752.005	0.928467
57	-740.342	0.900757
58	-751.123	0.942993
59	-717.47	0.772583
60	-741.657	0.898193
61	-651.696	0.36377
62	-640.001	0.389893
63	-655.564	0.383667
64	-642.552	0.334961
65	-647.403	0.352905
66	-626.908	0.274902
67	-614.651	0.182373
68	-605.95	0.25354
69	-607.047	0.139648
70	-593.161	0.09021
71	-585.155	0.063965
72	-597.351	0.105591
73	-581.947	0.067017
74	-587.563	0.058228
75	-583.729	0.054565
76	-586.915	0.062134
77	-583.159	0.067017
78	-584.694	0.063232
79	-591.66	0.081909
80	-580.548	0.063354
81	-575.815	0.056519
82	-584.04	0.073242
83	-576.603	0.048462
84	-589.218	0.079224
85	-579.2	0.061646
86	-575.162	0.060913
87	-583.075	0.062988
88	-572.462	0.043701
89	-581.813	0.05542
90	-564.492	0.045166
91	-569.174	0.049194
92	-576.639	0.061523
93	-572.97	0.049805
94	-571.415	0.049683
95	-577.914	0.054565
96	-569.355	0.048218
97	-574.95	0.047607
98	-570.951	0.053345
99	-563.704	0.046997
100	-583.44	0.057007
101	-576.335	0.056519
102	-573.769	0.046021
103	-575.129	0.053101
104	-573.836	0.043945
105	-566.595	0.049561
106	-578.816	0.053711
107	-575.483	0.044434
108	-572.06	0.050049
109	-575.441	0.042114
110	-570.476	0.048218
111	-569.234	0.045166
112	-578.552	0.050049
113	-581.12	0.04541
114	-567.002	0.047119
115	-571.825	0.043945
116	-579.661	0.050171
117	-580.031	0.049561
118	-568.439	0.04834
119	-576.04	0.043945
120	-575.111	0.052856
121	-575.054	0.046997
122	-579.233	0.05188
123	-581.97	0.046631
124	-570.981	0.041992
125	-575.111	0.046631
126	-573.918	0.047119
127	-570.504	0.049194
128	-578.232	0.050537
129	-580.958	0.050293
130	-573.041	0.052612
131	-581.292	0.059937
132	-570.937	0.045166
133	-577.413	0.051636
134	-570.319	0.046387
135	-572.707	0.045288
136	-579.566	0.043701
137	-575.949	0.043579
138	-575.646	0.044189
139	-572.691	0.046631
140	-577.76	0.044189
141	-576.382	0.049927
142	-576.887	0.047241
143	-574.936	0.047241
144	-577.637	0.053345
145	-576.337	0.043823
146	-570.901	0.051025
147	-582.21	0.04834
148	-573.197	0.046875
149	-581.415	0.047241
150	-574.747	0.048584
151	-574.908	0.043335
152	-577.804	0.043091
153	-579.746	0.053955
154	-575.935	0.048096
155	-583.03	0.053589
156	-578.508	0.047607
157	-578.949	0.046387
158	-572.568	0.046143
159	-573.326	0.049683
160	-582.702	0.044556
161	-580.674	0.045044
162	-574.027	0.04541
163	-581.794	0.045288
164	-572.469	0.047729
165	-575.052	0.042236
166	-581.832	0.044434
167	-578.317	0.044189
168	-577.853	0.039673
169	-580.356	0.043945
170	-577.237	0.047485
171	-585.303	0.044678
172	-576.176	0.047241
173	-576.229	0.045166
174	-579.81	0.043945
175	-576.039	0.044067
176	-577.615	0.048706
177	-581.735	0.047485
178	-575.021	0.050903
179	-577.462	0.044678
180	-579.264	0.049194
181	-579.308	0.050293
182	-579.561	0.049194
183	-576.343	0.054321
184	-579.844	0.05188
185	-574.833	0.044678
186	-580.535	0.051392
187	-581.281	0.05249
188	-573.588	0.050171
189	-576.989	0.04834
190	-577.316	0.044922
191	-575.287	0.045654
192	-582.337	0.05542
193	-576.048	0.055176
194	-578.666	0.049194
195	-571.768	0.052612
196	-576.966	0.056763
197	-577.956	0.046997
198	-578.13	0.050049
199	-571.802	0.048584
200	-578.615	0.053589
201	-578.199	0.049438
202	-577.326	0.048584
203	-576.51	0.049194
204	-581.017	0.05188
205	-573.847	0.046265
206	-579.087	0.049438
207	-579.806	0.054688
208	-574.223	0.054932
209	-574.713	0.053955
210	-576.266	0.05249
211	-581.244	0.049927
212	-573.744	0.040405
213	-579.013	0.054443
214	-575.903	0.066406
215	-573.368	0.051147
216	-574.794	0.062256
217	-576.549	0.056152
218	-572.982	0.060669
219	-574.112	0.050293
220	-581.964	0.047241
221	-575.191	0.046875
222	-580.668	0.044434
223	-567.401	0.04834
224	-579.623	0.043823
225	-574.38	0.044067
226	-579.158	0.046143
227	-574.562	0.044189
228	-575.439	0.050537
229	-578.304	0.051758
230	-576.01	0.051025
