Exact ,-650.756838 ,-459.275000 ,-419.689267 ,-773.123458 ,-599.081000 ,-580.846171 
QEOM,-650.756838 ,-459.275000 ,-419.689266 ,-773.123458 ,-599.080999 ,-580.846170 
VQD,-650.756838 ,-459.275000 ,-419.689267 ,-773.123458 ,-599.081000 ,-580.846171 
