Exact ,-685.515449 ,-464.626000 ,-455.582440 ,-818.643016 ,-624.004000 ,-623.803646 
QEOM,-685.515449 ,-464.626000 ,-455.582440 ,-818.643016 ,-624.004000 ,-623.803646 
VQD,-685.515449 ,-464.626000 ,-455.582440 ,-818.643016 ,-624.004000 ,-623.803646 
