2,1,1
-1519.586950
0,0,-0.4968112841542220
0,1,0.0002775166114495
1,0,0.0002775166114497
1,1,-0.1843890022036010
0,0,0,0,0.2279596279403134 
0,0,0,1,-0.0002775593783326 
0,0,1,0,-0.0002775593783326 
0,0,1,1,0.1369117169566455 
0,1,0,0,-0.0002775593783326 
0,1,0,1,0.0157273626048447 
0,1,1,0,0.0157273626048447 
0,1,1,1,0.0003148979077041 
1,0,0,0,-0.0002775593783326 
1,0,0,1,0.0157273626048447 
1,0,1,0,0.0157273626048447 
1,0,1,1,0.0003148979077041 
1,1,0,0,0.1369117169566454 
1,1,0,1,0.0003148979077041 
1,1,1,0,0.0003148979077041 
1,1,1,1,0.1493129202630855 
